numfven,codprod,codcon,nomdet,serdet,venfec,valuni,candet,ivapor,ivapes,totdet,numite,cosprod,tipsub,dctpor,coskar,undfra
27994,10384, ,union presion 1/2 gerfor, ,2022-05-04,500.0,2.0,0.0,0.0,1000.0,2,295.14,U,0.0,299.8,1
27995,12246, ,pegante superglu blanco, ,2022-05-04,1000.0,1.0,0.0,0.0,1000.0,1,566.66,U,0.0,566.66,1
27996,10571, ,alambre galvanizado calibre 12 2.75mm 25kg, ,2022-05-04,9500.0,1.0,0.0,0.0,9500.0,1,7391.14,U,0.0,7234.44,1
27997,10951, ,pegacor gris interior 10kg, ,2022-05-04,16000.0,1.0,0.0,0.0,16000.0,1,13283.73,U,0.0,12998.08,1
27998,10140, ,alambre cable #12 rojo centelsa *100mt, ,2022-05-04,2000.0,40.0,0.0,0.0,80000.0,1,1500.0,U,0.0,58044.0,1
27998,10878, ,cable alambre centelsa #12 negro *100mt, ,2022-05-04,2000.0,40.0,0.0,0.0,80000.0,2,1500.0,U,0.0,1710.84,1
27998,10105, ,interruptor sencillo conm ceb-castools-intime, ,2022-05-04,3200.0,2.0,0.0,0.0,6400.0,3,2400.0,U,0.0,2450.93,1
27998,10104, ,toma doble con polo ceb platino, ,2022-05-04,4200.0,2.0,0.0,0.0,8400.0,4,3400.0,U,0.0,3448.36,1
27998,10546, ,cinta aislante adler vesta neg 20yarda gde, ,2022-05-04,2800.0,1.0,0.0,0.0,2800.0,5,2000.0,U,0.0,2173.83,1
27998,11538, ,plafon policarbonato uduke-new, ,2022-05-04,2500.0,2.0,0.0,0.0,5000.0,6,2126.95,U,0.0,2154.53,1
27998,1448, ,caja rectangular 2*4 plast con tubo , ,2022-05-04,900.0,4.0,0.0,0.0,3600.0,7,710.43,U,0.0,708.86,1
27998,10137, ,caja octogonal plastica tercol, ,2022-05-04,900.0,2.0,0.0,0.0,1800.0,8,650.0,U,0.0,0.0,1
27999,2034, ,registro de ducha jumbo azul naranj negro, ,2022-05-04,32000.0,1.0,0.0,0.0,32000.0,1,29400.14,U,0.0,29400.14,1
28000,11643, ,lija tela 12pulg-30cm #100 metro, ,2022-05-04,190.0,20.0,0.0,0.0,3800.0,1,125.96,U,0.0,125.96,100
28001,11873, ,cable audio y videob3*3 focci, ,2022-05-04,5000.0,1.0,0.0,0.0,5000.0,1,2900.0,U,0.0,2922.73,1
28002,11164, ,cable utp cat 5  interno mt, ,2022-05-04,1000.0,5.0,0.0,0.0,5000.0,1,443.0,U,0.0,491.36,1
28002,11504, ,conector terminal rj45 5 amp ud, ,2022-05-04,800.0,2.0,0.0,0.0,1600.0,2,399.99,U,0.0,0.0,1
28002,10440, ,capuchon, ,2022-05-04,500.0,2.0,0.0,0.0,1000.0,3,951.99,U,0.0,2358.57,1
28002,10440, ,ponchada, ,2022-05-04,2000.0,1.0,0.0,0.0,2000.0,4,951.99,U,0.0,2358.57,1
28003,10476, ,clavo madera sin cabeza 1 1/4 puma, ,2022-05-04,3400.0,1.0,0.0,0.0,3400.0,1,2350.29,U,0.0,2360.41,1
28004,10160, ,tor drywall 10*1pulg *100u, ,2022-05-04,100.0,30.0,0.0,0.0,3000.0,1,36.0,U,0.0,25.29,1
28004,10620, ,chazo plastico ranurado 1/4 broca ciento, ,2022-05-04,50.0,30.0,0.0,0.0,1500.0,2,20.45,U,0.0,23.62,1
28005,11250, ,ducha latina dirigible, ,2022-05-04,56000.0,1.0,0.0,0.0,56000.0,1,50000.0,U,0.0,75000.0,1
28006,11419, ,separador baldosa 2mm, ,2022-05-04,1600.0,4.0,0.0,0.0,6400.0,1,1060.0,U,0.0,1107.03,1
28007,11434, ,pinza fina #6 mango naranja fon tor, ,2022-05-04,24000.0,1.0,0.0,0.0,24000.0,1,5725.0,U,0.0,14890.91,1
28008,11434, ,pinza fina #6 mango naranja fon tor, ,2022-05-04,12000.0,1.0,0.0,0.0,12000.0,1,5725.0,U,0.0,14890.91,1
28009,12009, ,tapon roscado macho gerfor 1/2, ,2022-05-04,500.0,2.0,0.0,0.0,1000.0,1,223.0,U,0.0,270.3,1
28010,1352, ,soga cordon negra *4*250 mts forte, ,2022-05-04,700.0,4.0,0.0,0.0,2800.0,1,467.29,U,0.0,467.29,1
28011,1256, ,sifon flexible coflex blanco, ,2022-05-04,12000.0,1.0,0.0,0.0,12000.0,1,8546.0,U,0.0,8420.39,1
28012,1055, ,cinta nitto *10u colores, ,2022-05-04,3000.0,5.0,0.0,0.0,15000.0,1,2500.0,U,0.0,2464.3,1
28013,10311, ,manguera gas amarilla x metro, ,2022-05-04,1600.0,3.0,0.0,0.0,4800.0,1,850.0,U,0.0,1090.06,1
28013,10215, ,abrazadera titan 1/2-3/4 10-06 10-04, ,2022-05-04,800.0,2.0,0.0,0.0,1600.0,2,579.99,U,0.0,0.0,1
28014,11536, ,socked bombillo pata, ,2022-05-04,1500.0,1.0,0.0,0.0,1500.0,1,975.0,U,0.0,963.53,1
28014,10522, ,portalampara benjamin toma cadena mercury, ,2022-05-04,2500.0,1.0,0.0,0.0,2500.0,2,2000.0,U,0.0,1994.51,1
28015,11092, ,vinilo fino tipo 2 azul cielo gal pintuland, ,2022-05-04,46000.0,1.0,0.0,0.0,46000.0,1,31535.0,U,0.0,31535.0,1
28016,10443, ,clavo madera 1 1/2, ,2022-05-04,3900.0,1.0,0.0,0.0,3900.0,1,3281.88,U,0.0,3312.02,1
28017,10950, ,pegacor blanco interior 10kg, ,2022-05-05,19000.0,1.0,0.0,0.0,19000.0,1,1445.0,U,0.0,220319.82,10
28018,10687, ,cemento blanco argos *40kg, ,2022-05-05,1800.0,4.0,0.0,0.0,7200.0,1,1325.0,U,0.0,1326.29,1
28019,1384, ,guante nitrilo gris azul-verde-blanco verde, ,2022-05-05,4500.0,10.0,0.0,0.0,45000.0,1,3000.0,U,0.0,3210.01,1
28019,12000, ,guante caucho indulatex cal 50 #9, ,2022-05-05,19500.0,2.0,0.0,0.0,39000.0,2,16988.8,U,0.0,18938.8,1
28020,12140, ,valvula sanitaria 200 am 133 fluidmaster, ,2022-05-05,28000.0,1.0,0.0,0.0,28000.0,1,21387.87,U,0.0,21387.87,1
28021,10562, ,codo sanitario campana espigo 2 pulg dilmar, ,2022-05-05,2400.0,2.0,0.0,0.0,4800.0,1,1637.44,U,0.0,1638.84,1
28021,10157, ,union sanitaria 2 eco, ,2022-05-05,1500.0,1.0,0.0,0.0,1500.0,2,1100.0,U,0.0,1078.4,1
28021,1048, ,tee sanitaria 2 pulgadas, ,2022-05-05,3000.0,1.0,0.0,0.0,3000.0,3,3500.0,U,0.0,2618.47,1
28021,1254, ,vinilo tipo 1 super cubriente blanco almendra bronco gal, ,2022-05-05,50000.0,1.0,0.0,0.0,50000.0,4,35470.0,U,0.0,35470.0,1
28021,1431, ,vinilo tipo 1 super cubriente blanco bronco gal, ,2022-05-05,50000.0,1.0,0.0,0.0,50000.0,5,35470.0,U,0.0,35470.0,1
28022,10131, ,panel led redondo 24w incrustar, ,2022-05-05,27500.0,1.0,0.0,0.0,27500.0,1,18104.66,U,0.0,26322.87,1
28023,10141, ,cable alambre #10 blanco centelsa rollo *100mt, ,2022-05-05,3100.0,45.0,0.0,0.0,139500.0,1,2600.0,U,0.0,4791948.16,1
28023,10682, ,cable alambre centelsa #10 rojo *100mt, ,2022-05-05,3100.0,45.0,0.0,0.0,139500.0,2,2600.0,U,0.0,2566.65,1
28023,11023, ,cable alambre centelsa #10 verde *100mt, ,2022-05-05,3100.0,45.0,0.0,0.0,139500.0,3,2830.0,U,0.0,-60972.72,1
28023,10104, ,toma doble con polo ceb platino, ,2022-05-05,4200.0,11.0,0.0,0.0,46200.0,4,3400.0,U,0.0,3448.36,1
28023,10105, ,interruptor sencillo conm ceb-castools-intime, ,2022-05-05,3200.0,7.0,0.0,0.0,22400.0,5,2400.0,U,0.0,2450.93,1
28023,1173, ,panel led sobreponer 12 w mercury, ,2022-05-05,12500.0,8.0,0.0,0.0,100000.0,6,10100.0,U,0.0,10105.64,1
28023,1054, ,cinta aislante tesa colores 5mt*18mm, ,2022-05-05,2900.0,1.0,0.0,0.0,2900.0,7,2310.15,U,0.0,2299.49,1
28023,1777, ,esmalte clasico negro brillante 1/4 pintuland , ,2022-05-05,21000.0,1.0,0.0,0.0,21000.0,8,15827.0,U,0.0,15583.51,1
28023,11122, ,tiner botella, ,2022-05-05,5800.0,1.0,0.0,0.0,5800.0,9,3773.59,U,0.0,3755.8,1
28023,1693, ,acople sanitario pcp 40cm, ,2022-05-05,4000.0,2.0,0.0,0.0,8000.0,10,2582.4,U,0.0,2585.4,1
28023,1867, ,acople lavamanos lavaplatos pavco 1/2*40cm, ,2022-05-05,4000.0,2.0,0.0,0.0,8000.0,11,2105.15,U,0.0,2105.15,1
28023,11340, ,buje lavamanos caucho 2pulg, ,2022-05-05,2500.0,2.0,0.0,0.0,5000.0,12,1450.0,U,0.0,1437.64,1
28023,11279, ,union sanitaria 3 eco, ,2022-05-05,2800.0,1.0,0.0,0.0,2800.0,13,2200.0,U,0.0,2128.25,1
28024,10329, ,grata lisa taurus 4pulgtgc-4l, ,2022-05-06,11000.0,2.0,0.0,0.0,22000.0,1,9000.0,U,0.0,8817.85,1
28025,11046, ,manguera de lavadora desague 1.7 m, ,2022-05-06,9000.0,1.0,0.0,0.0,9000.0,1,6800.0,U,0.0,6735.13,1
28026,1966, ,lavamanos petite blanco con griferia, ,2022-05-06,59000.0,1.0,0.0,0.0,59000.0,1,46208.89,U,0.0,46816.98,1
28026,10109, ,taco 1x20 amp enchu luminex, ,2022-05-06,12500.0,3.0,0.0,0.0,37500.0,2,11000.0,U,0.0,0.0,1
28026,10107, ,taco 1x15 amp enchu luminex, ,2022-05-06,12500.0,2.0,0.0,0.0,25000.0,3,10800.0,U,0.0,10982.39,1
28026,10111, ,taco 1x40 amp enchu luminex, ,2022-05-06,12500.0,1.0,0.0,0.0,12500.0,4,11000.0,U,0.0,11022.46,1
28027,11508, ,interruptor+toma silver enerlux loft, ,2022-05-06,4800.0,1.0,0.0,0.0,4800.0,1,3999.99,U,0.0,5668.27,1
28028,1302, ,cable alambre aluminio #6 continental *100mt 3670g, ,2022-05-06,1000.0,25.0,0.0,0.0,25000.0,1,840.0,U,0.0,859.3,1
28029,10345, ,amarra plastica-metal zinc x100, ,2022-05-06,150.0,30.0,0.0,0.0,4500.0,1,117.0,U,0.0,116.83,1
28030,10687, ,cemento blanco argos *40kg, ,2022-05-06,1800.0,4.0,0.0,0.0,7200.0,1,1325.0,U,0.0,1326.29,1
28031,2129, ,flexometro stanley 5 mts stht33989, ,2022-05-06,13000.0,1.0,0.0,0.0,13000.0,1,8889.93,U,0.0,8889.93,1
28031,1749, ,nivel torpedo stanley 9pul, ,2022-05-06,46000.0,1.0,0.0,0.0,46000.0,2,39888.8,U,0.0,39888.8,1
28031,10900, ,serrucho 22 pulg incolma, ,2022-05-06,24000.0,1.0,0.0,0.0,24000.0,3,19955.11,U,0.0,19955.11,1
28031,1796, ,nivel gavilan 24pulg, ,2022-05-06,32000.0,1.0,0.0,0.0,32000.0,4,25599.99,U,0.0,25619.77,1
28032,10620, ,chazo plastico ranurado 1/4 broca ciento, ,2022-05-06,50.0,4.0,0.0,0.0,200.0,1,20.45,U,0.0,23.62,1
28032,10921, ,tor drywall 6*1 1/4 ciento, ,2022-05-06,60.0,3.0,0.0,0.0,180.0,2,31.0,U,0.0,36.31,1
28033,11972, ,arbol salida sanitario eco pinpinov, ,2022-05-06,9000.0,1.0,0.0,0.0,9000.0,1,4984.91,U,0.0,4984.91,1
28034,10572, ,rejilla ventilacion silplas-eco 15*15, ,2022-05-06,4500.0,2.0,0.0,0.0,9000.0,1,2880.0,U,0.0,0.0,1
28035,10747, ,alicate bicolor eco #8, ,2022-05-06,7500.0,1.0,0.0,0.0,7500.0,1,4950.0,U,0.0,4950.0,1
28036,1971, ,mezclador lavamanos cuello alto bocherine, ,2022-05-06,45000.0,1.0,0.0,0.0,45000.0,1,32204.55,U,0.0,32204.55,1
28037,1971, ,mezclador lavamanos cuello alto bocherine, ,2022-05-06,45000.0,1.0,0.0,0.0,45000.0,1,32204.55,U,0.0,32204.55,1
28037,10398, ,tapon roscado hembra 1/2 gerfor, ,2022-05-06,500.0,2.0,0.0,0.0,1000.0,2,405.09,U,0.0,405.09,1
28038,11047, ,soporte metalico cortinero colores doble, ,2022-05-06,2700.0,2.0,0.0,0.0,5400.0,1,1850.0,U,0.0,1853.49,1
28039,10435, ,tubo pvc presion gerfor-indexcol 1/2 *6mt, ,2022-05-06,13000.0,1.0,0.0,0.0,13000.0,1,1750.0,U,0.0,1859.75,6
28039,10435, ,tubo pvc presion gerfor-indexcol 1/2 *6mt, ,2022-05-06,2500.0,4.0,0.0,0.0,10000.0,2,1750.0,U,0.0,1859.75,1
28039,10383, ,tee presion 1/2 gerfor, ,2022-05-06,700.0,2.0,0.0,0.0,1400.0,3,619.75,U,0.0,624.86,1
28039,10594, ,codo presion 1/2pulg gerfor, ,2022-05-06,600.0,8.0,0.0,0.0,4800.0,4,468.38,U,0.0,467.86,1
28039,10380, ,macho presion gerfor 1/2, ,2022-05-06,500.0,2.0,0.0,0.0,1000.0,5,313.22,U,0.0,327.68,1
28039,10440, ,semicoco 1/2, ,2022-05-06,900.0,1.0,0.0,0.0,900.0,6,951.99,U,0.0,2358.57,1
28039,10379, ,hembra presion 1/2 gerfor, ,2022-05-06,500.0,1.0,0.0,0.0,500.0,7,353.57,U,0.0,347.16,1
28039,10382, ,tapon soldar celta-gerfor 1/2, ,2022-05-06,400.0,3.0,0.0,0.0,1200.0,8,235.0,U,0.0,239.9,1
28039,1147, ,cable duplex 2*12 procables-centelsa-nexan, ,2022-05-06,4300.0,1.0,0.0,0.0,4300.0,9,3909.99,U,0.0,3905.33,1
28040,1926, ,sifon lavamanos streto sin rebose, ,2022-05-06,6500.0,1.0,0.0,0.0,6500.0,1,3899.63,U,0.0,3899.63,1
28041,10412, ,llave pared flexible palanca unifer, ,2022-05-06,30000.0,1.0,0.0,0.0,30000.0,1,24000.0,U,0.0,23583.15,1
28042,11039, ,cierre puerta baiben pareja, ,2022-05-06,900.0,1.0,0.0,0.0,900.0,1,600.0,U,0.0,596.33,1
28043,1087, ,arbol entradra hidrostatica 101883 gerfor, ,2022-05-06,22000.0,1.0,0.0,0.0,22000.0,1,16333.35,U,0.0,16333.35,1
28044,11135, ,terminal coaxial ponchadora, ,2022-05-06,1500.0,2.0,0.0,0.0,3000.0,1,1150.0,U,0.0,664.68,1
28045,2087, ,lavaplatos plastico 60*40 cardenas, ,2022-05-06,25000.0,1.0,0.0,0.0,25000.0,1,19600.49,U,0.0,19600.49,1
28046,2087, ,lavaplatos plastico 60*40 cardenas, ,2022-05-06,25000.0,1.0,0.0,0.0,25000.0,1,19600.49,U,0.0,19600.49,1
28047,10687, ,cemento blanco argos *40kg, ,2022-05-06,1800.0,1.0,0.0,0.0,1800.0,1,1325.0,U,0.0,1326.29,1
28047,10433, ,lleve meson uduke , ,2022-05-06,28000.0,1.0,0.0,0.0,28000.0,2,22791.0,U,0.0,21685.52,1
28048,2185, ,bombillo starlite 12w, ,2022-05-06,5500.0,1.0,0.0,0.0,5500.0,1,4600.0,U,0.0,4600.0,1
28048,11955, ,bombillo nalpilux 12w led, ,2022-05-06,5500.0,3.0,0.0,0.0,16500.0,2,4389.91,U,0.0,0.0,1
28049,12124, ,flexometro global plus 5 mts stanley, ,2022-05-06,20000.0,1.0,0.0,0.0,20000.0,1,16076.07,U,0.0,15889.11,1
28050,10687, ,cemento blanco argos *40kg, ,2022-05-06,1800.0,4.0,0.0,0.0,7200.0,1,1325.0,U,0.0,1326.29,1
28050,2051, ,estuco 1/4 proquimitec , ,2022-05-06,4800.0,1.0,0.0,0.0,4800.0,2,3500.0,U,0.0,3500.0,1
28051,2051, ,estuco 1/4 proquimitec , ,2022-05-06,4800.0,1.0,0.0,0.0,4800.0,1,3500.0,U,0.0,3500.0,1
28051,10687, ,cemento blanco argos *40kg, ,2022-05-06,1800.0,1.0,0.0,0.0,1800.0,2,1325.0,U,0.0,1326.29,1
28052,11609, ,toma doble mercury-osblack, ,2022-05-06,4500.0,5.0,0.0,0.0,22500.0,1,3800.0,U,0.0,3646.2,1
28052,11610, ,interruptor sencillo mercury-osblack, ,2022-05-06,3500.0,3.0,0.0,0.0,10500.0,2,2850.0,U,0.0,2796.15,1
28052,10892, ,interruptor sencillo conmutable uduke linea blanca, ,2022-05-06,3800.0,1.0,0.0,0.0,3800.0,3,2850.0,U,0.0,2853.26,1
28053,1055, ,cinta nitto *10u colores, ,2022-05-06,3000.0,2.0,0.0,0.0,6000.0,1,2500.0,U,0.0,2464.3,1
28054,10812, ,rejilla plana aluminio 3*4, ,2022-05-06,3500.0,1.0,0.0,0.0,3500.0,1,2300.0,U,0.0,2065.25,1
28054,11809, ,soporte canal morgan raingo tipo r, ,2022-05-06,2500.0,5.0,0.0,0.0,12500.0,2,2000.0,U,0.0,0.0,1
28055,10176, ,ducha bocheriei victory 120v, ,2022-05-06,55000.0,2.0,0.0,0.0,110000.0,1,47500.04,U,0.0,53684.16,1
28056,11857, ,vinilo tipo 1 vinilico curuba gal ico, ,2022-05-06,52000.0,1.0,0.0,0.0,52000.0,1,42914.23,U,0.0,39501.49,1
28056,11860, ,vinilo tipo 1 vinilico ocre gal ico, ,2022-05-06,52000.0,1.0,0.0,0.0,52000.0,2,32676.01,U,0.0,32676.01,1
28057,11152, ,acronal proquimitec galon , ,2022-05-06,18000.0,1.0,0.0,0.0,18000.0,1,13650.0,U,0.0,13650.0,1
28058,1973, ,llave sencilla meson fa12165 lavamanos bocherine, ,2022-05-06,20000.0,1.0,0.0,0.0,20000.0,1,13900.39,U,0.0,13900.39,1
28058,10703, ,ducha kontiki dirigible k-002, ,2022-05-06,67000.0,1.0,0.0,0.0,67000.0,2,62475.0,U,0.0,62475.0,1
28059,11850, ,alambre pua 16.5 *200mt puma, ,2022-05-06,78000.0,1.0,0.0,0.0,78000.0,1,68485.57,U,0.0,101097.76,1
28060,10161, ,tor drywall 8*1 1/2 ciento, ,2022-05-06,100.0,24.0,0.0,0.0,2400.0,1,50.0,U,0.0,-139.05,1
28060,10620, ,chazo plastico ranurado 1/4 broca ciento, ,2022-05-06,50.0,12.0,0.0,0.0,600.0,2,20.45,U,0.0,23.62,1
28061,1073, ,bombillo kaley-vatio led 5w luz blanca, ,2022-05-06,3800.0,3.0,0.0,0.0,11400.0,1,2475.2,U,0.0,2500.71,1
28062,2219, ,set de copas puntas 10 piezas estria, ,2022-05-06,1200.0,1.0,0.0,0.0,1200.0,1,6200.0,U,0.0,6200.0,1
28062,10915, ,clavo acero estriado vertical 1pulg *libra, ,2022-05-06,7800.0,2.0,0.0,0.0,15600.0,2,6866.66,U,0.0,6585.87,1
28063,11340, ,buje lavamanos caucho 2pulg, ,2022-05-06,2500.0,2.0,0.0,0.0,5000.0,1,1450.0,U,0.0,1437.64,1
28064,10268, ,silicona art-globy 85g, ,2022-05-06,5000.0,1.0,0.0,0.0,5000.0,1,4100.0,U,0.0,4333.33,1
28065,11170, ,candado vera 63mm, ,2022-05-06,19000.0,1.0,0.0,0.0,19000.0,1,14834.54,U,0.0,16936.87,1
28066,1630, ,manguera nivel 1/2 rollo 100m, ,2022-05-06,3000.0,4.0,0.0,0.0,12000.0,1,2339.11,U,0.0,2339.11,1
28067,11809, ,soporte canal morgan raingo tipo r, ,2022-05-06,2500.0,5.0,0.0,0.0,12500.0,1,2000.0,U,0.0,0.0,1
28067,10690, ,fragua concolor beige 2kg, ,2022-05-06,12000.0,1.0,0.0,0.0,12000.0,2,9100.05,U,0.0,9099.88,1
28067,11278, ,pegacor ceramico gris 25k, ,2022-05-06,27000.0,1.0,0.0,0.0,27000.0,3,23309.84,U,0.0,23309.84,1
28068,11361, ,vinilo super tipo 1 azul verano gal pintuland, ,2022-05-06,66000.0,2.0,0.0,0.0,132000.0,1,43911.0,U,0.0,43911.0,1
28069,1946, ,koraza pintuco, ,2022-05-06,90000.0,1.0,0.0,0.0,90000.0,1,80010.77,U,0.0,55000.0,1
28070,10891, ,grifo jardin italy , ,2022-05-07,8000.0,1.0,0.0,0.0,8000.0,1,7975.58,U,0.0,7636.36,1
28071,10620, ,chazo plastico ranurado 1/4 broca ciento, ,2022-05-06,50.0,50.0,0.0,0.0,2500.0,1,20.45,U,0.0,23.62,1
28071,10921, ,tor drywall 6*1 1/4 ciento, ,2022-05-06,60.0,50.0,0.0,0.0,3000.0,2,31.0,U,0.0,36.31,1
28071,10642, ,tor drywall 6*1/2 ciento, ,2022-05-06,50.0,50.0,0.0,0.0,2500.0,3,15.0,U,0.0,17.08,1
28071,1436, ,disco corte madera incolma 4 1/2 40 dientes, ,2022-05-06,16000.0,1.0,0.0,0.0,16000.0,4,13147.12,U,0.0,13147.12,1
28071,2230, ,disco corte madera 4 1/2 40t utustools, ,2022-05-06,7000.0,1.0,0.0,0.0,7000.0,5,5200.0,U,0.0,5200.0,1
28072,2068, ,broca barracuda lamina 9/64, ,2022-05-06,4500.0,1.0,0.0,0.0,4500.0,1,2439.5,U,0.0,2439.5,1
28073,10753, ,tee union manguera polietileno 1/2, ,2022-05-06,1200.0,3.0,0.0,0.0,3600.0,1,946.05,U,0.0,823.02,1
28073,1203, ,inserto hembra manguera 1/2 fino, ,2022-05-06,2000.0,1.0,0.0,0.0,2000.0,2,1200.0,U,0.0,1200.0,1
28073,1204, ,inserto macho poliuretano 1/2, ,2022-05-06,1200.0,1.0,0.0,0.0,1200.0,3,655.0,U,0.0,655.0,1
28073,10863, ,amarra plastica blanca 150mm 15cm, ,2022-05-06,3800.0,1.0,0.0,0.0,3800.0,4,2600.0,U,0.0,2422.14,1
28073,10516, ,amarra plastica blanca 100mm 10cm, ,2022-05-06,1900.0,1.0,0.0,0.0,1900.0,5,1124.5,U,0.0,1124.5,1
28074,10394, ,sikaflex fix blanco 300ml-374g 192478, ,2022-05-06,28000.0,1.0,0.0,0.0,28000.0,1,25018.48,U,0.0,-1621197.5,1
28074,10885, ,manila soga matiz lhaura 14mm *120mt carrete, ,2022-05-06,2800.0,3.0,0.0,0.0,8400.0,2,2274.47,U,0.0,2423.94,1
28075,10694, ,fragua concolor super bco 2kg, ,2022-05-06,12000.0,1.0,0.0,0.0,12000.0,1,9837.73,U,0.0,9686.59,1
28076,10199, ,cable duplex next-pinpinov 2*12 rollo 10mt eco, ,2022-05-06,1400.0,4.0,0.0,0.0,5600.0,1,1020.0,U,0.0,0.0,1
28076,1592, ,clavija plana polarizada beige negra ave, ,2022-05-06,1400.0,1.0,0.0,0.0,1400.0,2,962.71,U,0.0,947.06,1
28076,11717, ,socked sencillo cafe, ,2022-05-06,1300.0,1.0,0.0,0.0,1300.0,3,900.0,U,0.0,876.92,1
28077,10997, ,sikaflex fix 221 negro *300ml , ,2022-05-06,32000.0,1.0,0.0,0.0,32000.0,1,28399.35,U,0.0,28214.44,1
28077,10440, ,varios, ,2022-05-06,1500.0,1.0,0.0,0.0,1500.0,2,951.99,U,0.0,2358.57,1
28078,10571, ,alambre galvanizado calibre 12 2.75mm 25kg, ,2022-05-06,9500.0,1.8,0.0,0.0,17100.0,1,7391.14,U,0.0,7234.44,1
28079,11285, ,canaleta 32*12 R RG adhesiva, ,2022-05-06,6000.0,1.0,0.0,0.0,6000.0,1,3400.0,U,0.0,3635.27,1
28079,2024, ,bombllo nalpilux led 40w , ,2022-05-06,28000.0,1.0,0.0,0.0,28000.0,2,21800.0,U,0.0,21800.0,1
28080,11293, ,rejilla sifon aluminio sosco 4*3, ,2022-05-06,6000.0,2.0,0.0,0.0,12000.0,1,4500.0,U,0.0,4312.5,1
28081,2230, ,disco corte madera 4 1/2 40t utustools, ,2022-05-06,7000.0,1.0,0.0,0.0,7000.0,1,5200.0,U,0.0,5200.0,1
28082,11285, ,canaleta 32*12 R RG adhesiva, ,2022-05-06,6000.0,1.0,0.0,0.0,6000.0,1,3400.0,U,0.0,3635.27,1
28082,2024, ,bombllo nalpilux led 40w , ,2022-05-06,28000.0,1.0,0.0,0.0,28000.0,2,21800.0,U,0.0,21800.0,1
28083,10389, ,estuco sika joint compound 1gal-5.6kg, ,2022-05-06,19000.0,2.0,0.0,0.0,38000.0,1,15600.0,U,0.0,19995.54,1
28084,11285, ,canaleta 32*12 R RG adhesiva, ,2022-05-06,6000.0,1.0,0.0,0.0,6000.0,1,3400.0,U,0.0,3400.0,1
28084,11573, ,bombillo 30w retilap bester, ,2022-05-06,19000.0,1.0,0.0,0.0,19000.0,2,14666.75,U,0.0,0.0,1
28085,11285, ,canaleta 32*12 R RG adhesiva, ,2022-05-06,6000.0,1.0,0.0,0.0,6000.0,1,3400.0,U,0.0,3400.0,1
28085,11573, ,bombillo 30w retilap bester, ,2022-05-06,19000.0,1.0,0.0,0.0,19000.0,2,14666.75,U,0.0,14666.75,1
28086,2165, ,rejilla plastica con sosco 3*2, ,2022-05-06,2500.0,1.0,0.0,0.0,2500.0,1,1800.0,U,0.0,1800.0,1
28086,10687, ,cemento blanco argos *40kg, ,2022-05-06,1800.0,4.0,0.0,0.0,7200.0,2,1325.0,U,0.0,1326.29,1
28086,11554, ,estuco listo del sur 25KG, ,2022-05-06,1800.0,1.0,0.0,0.0,1800.0,3,15.0,U,0.0,-84.81,1
28087,10223, ,pegante amarillo el chamo 60cc, ,2022-05-06,2500.0,1.0,0.0,0.0,2500.0,1,2000.0,U,0.0,957.99,1
28088,10105, ,interruptor sencillo conm ceb-castools-intime, ,2022-05-06,3500.0,1.0,0.0,0.0,3500.0,1,2400.0,U,0.0,2450.93,1
28088,10104, ,toma doble con polo ceb platino, ,2022-05-06,4200.0,3.0,0.0,0.0,12600.0,2,3400.0,U,0.0,3448.36,1
28088,10936, ,tapa ciega 2*4 5800 blanca induma *10ud, ,2022-05-06,600.0,2.0,0.0,0.0,1200.0,3,300.0,U,0.0,292.26,1
28089,1249, ,chazo expansion 12mm, ,2022-05-06,2500.0,2.0,0.0,0.0,5000.0,1,500.0,U,0.0,0.0,1
28090,10345, ,amarra plastica-metal zinc x100, ,2022-05-06,150.0,12.0,0.0,0.0,1800.0,1,117.0,U,0.0,116.83,1
28091,11504, ,conector terminal rj45 5 amp ud, ,2022-05-06,600.0,10.0,0.0,0.0,6000.0,1,399.99,U,0.0,0.0,1
28091,10979, ,prensa modular federalli, ,2022-05-06,18500.0,1.0,0.0,0.0,18500.0,2,15702.0,U,0.0,15702.0,1
28092,11918, ,pala santander 5512-s bellota, ,2022-05-06,14000.0,1.0,0.0,0.0,14000.0,1,11750.03,U,0.0,11252.75,1
28093,10311, ,manguera gas amarilla x metro, ,2022-05-06,1600.0,1.0,0.0,0.0,1600.0,1,850.0,U,0.0,1090.06,1
28093,10215, ,abrazadera titan 1/2-3/4 10-06 10-04, ,2022-05-06,800.0,2.0,0.0,0.0,1600.0,2,579.99,U,0.0,0.0,1
28093,11345, ,cinta teflon eco, ,2022-05-06,700.0,1.0,0.0,0.0,700.0,3,450.0,U,0.0,450.0,1
28093,2249, ,escoba suave la guaneña, ,2022-05-06,4500.0,1.0,0.0,0.0,4500.0,4,3100.0,U,0.0,3100.0,1
28093,10215, ,abrazadera titan 1/2-3/4 10-06 10-04, ,2022-05-06,800.0,1.0,0.0,0.0,800.0,5,579.99,U,0.0,0.0,1
28093,10440, ,varios, ,2022-05-06,3500.0,1.0,0.0,0.0,3500.0,6,951.99,U,0.0,2358.57,1
28094,11618, ,chapa vera  sobreponer vf6 41767 der, ,2022-05-06,30000.0,1.0,0.0,0.0,30000.0,1,26323.99,U,0.0,26323.99,1
